PRODUCT_ID,SELLER_ID,CATEGORY_ID,NAME,REP_PRICE,REP_DISCOUNTED_PRICE,IS_DISCOUNTED,DISCOUNT_RATE,DELIVERY_FEE,DELIVERY_TYPE,REF_PRICE,OPTION_TYPE,OPTION1_SET_ID,OPTION2_SET_ID,REG_TIME,HITS,SALES,SCRAPS,REVIEWS
1182,1,10204,접이식의자 쿠션감 있는 간이의자 5color,"18,000",9000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1183,1,10204,커스텀 파티션 무타공 셀프 가벽 인테리어 공간분리 칸막이,"150,000",75000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1184,1,10204,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1185,1,10204,[쿠션+상품권 증정] 로한 4인용 아쿠아텍스 스웨이드 패브릭소파 9colors,"489,000",244500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1186,1,10204,모던데일 5단 수납선반,"49,900",24950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1187,1,10204,엑소1.4T 하드 스틸 선반책상 1000 5colors_전문설치,"155,000",77500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1188,1,10204,루시 아쿠아텍스 3인용 패브릭 소파,"199,000",99500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1189,1,10204,셀린 4인 아쿠아텍스 패브릭 소파 2colors,"549,000",274500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1190,1,10204,로맨스 미니멀 높은 거실장 수납장 1200,"68,900",34450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1191,1,10205,철제 인테리어 사다리 수납 선반 기본 북타워 2size 2color,"19,000",9500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1192,1,10205,포커스 데스크 1200 컴퓨터책상 사무용 오피스 재택근무 책상 노트북,"73,900",36950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1193,1,10205,프라제르 아쿠아텍스 3인용 패브릭 소파,"268,000",134000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1194,1,10205,"쿠폰혜택가 114,000원/댈러스A 히든 광파오븐 렌지대 주방수납장 홈카페장1000","129,000",64500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1195,1,10205,3단 모듈 수납장 공간박스 도어형 홈카페장 3colors,"28,900",14450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1196,1,10205,편안한 제주 29cm 하이브리드탑 본넬스프링 매트리스S SS Q K LK,"149,000",74500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1197,1,10205,OFFICY 서랍장 6단,"46,900",23450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1198,1,10205,판테온 원목 스툴 의자,"25,800",12900,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1199,1,10205,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1200,1,10205,[할인쿠폰] 피카 확장형 4인 테이블,"414,000",207000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1201,1,10205,피규어 레고 인형 아크릴 케이스 장식장 정리함 보관함 진열장 단일형,"17,600",8800,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1202,1,10205,우노 라운드 600 4단 서랍장 5colors,"71,000",35500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1203,1,10205,이안 드레스룸 시스템 행거 모듈 600 서랍형 옷장,"109,900",54950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1204,1,10205,헤이 매거진랙 거실장 4colors,"79,000",39500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1205,1,10205,모노 심플 1000 콘솔형 수납서랍 화장대 (거울미포함),"129,900",64950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1206,1,10205,팬타 포스코 스틸 시스템 드레스룸 / 코너 행거 4colors,"100,900",50450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1207,1,10205,이안 드레스룸 시스템 행거 모듈형 600 2단 옷장,"47,900",23950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1208,1,10205,수납 우드 선반 행거 조립식행거 이동식행거 스탠드행거 B3 2colors,"69,900",34950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1209,1,10205,그린티 플러스 메모리폼 토퍼 (10cm),"135,790",67895,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1210,1,10205,마리 2000 TV다이 수납장 LED 조명 거실장,"188,000",94000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1211,1,10205,뮤즈 1200 전자렌지대 밥솥겸용 주방 수납장 4colors,"69,900",34950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1212,1,10205,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1213,1,10205,챔프1호 사무용 회의용 고정의자,"35,500",17750,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1214,1,10205,우노 키큰 옷장 800,"134,000",67000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1215,1,10205,스트라텀 미드센츄리모던 접이식 매거진랙 6단(잡지+전용가방증정),"119,800",59900,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1216,1,10205,[5%쿠폰] 볼드 인테리어 매거진랙 2size 3colors,"69,900",34950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1217,1,10205,시크릿 폴딩 책상 접이식 확장형 테이블,"149,000",74500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1218,1,10205,윈도우 커버옷장 드레스룸 행거 2단 트리플,"54,900",27450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1219,1,10205,1인 엘리트 가정용 독서실책상 3size 4colors,"62,000",31000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1220,1,10205,NEW! 샌디 좌식 쇼파베드 2colors 접이식 1인용침대 리클라이너 소파베드,"98,900",49450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1221,1,10205,뉴라임 와이드서랍장 (2colors),"420,000",210000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1222,1,10205,[당일출고] 릴리 체어 인테리어 카페 식탁 플라스틱 주방 디자인 의자,"23,900",11950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1223,1,10205,원목 4단 모서리 코너 틈새 선반,"37,400",18700,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1224,1,10205,미니 좌식 서랍둘 화장대 5colors,"35,900",17950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1225,1,10205,몬스터랙플러스 5단 W400~1200 무볼트 조립식앵글 철제 수납 베란다 선반 캠핑장비선반,"76,900",38450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1226,1,10205,슬로 원목 기능성 아쿠아스웨이드 패브릭/ 에코 가죽 1인 소파,"116,500",58250,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1227,1,10205,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1228,1,10205,원목 개미체어 미드센추리 우드 인테리어 카페 식탁 의자 7colors,"49,000",24500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1229,1,10205,바오 틈새 수납 스탠딩 입식화장대 (콘센트),"127,000",63500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1230,1,10205,철제 스탠드 이동식 더블 행거,"29,800",14900,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1231,1,10205,알렉스 1000 렌지대 상부장세트 화이트 A타입,"254,000",127000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1232,1,10205,스칸딕 로맨틱 데이베드 원목침대 범퍼침대 프레임,"279,900",139950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1233,1,10205,모노 호텔형 조명 수납침대 프레임 (매트리스선택),"199,000",99500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1234,1,10205,(완제품)모듈가구 3단 모듈선반 미드센추리 가구 거실장 협탁 수납장 강화유리,"88,900",44450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1235,1,10205,Balance 28cm 메모리폼 포켓스프링 매트리스,"189,000",94500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1236,1,10205,"[쿠폰가 89,100원] ADEL 1인소파 아쿠아클린 (유럽 DAVIS 패브릭)","99,000",49500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1237,1,10205,포커스 미드센츄리 책상 테이블 8사이즈 3컬러,"138,000",69000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1238,1,10205,탭스퀘어 컴퓨터 책상 의자,"199,000",99500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1239,1,10205,모듈 협탁 사이드테이블 수납장 패널시리즈(P1243),"420,000",210000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1240,1,10205,당일출고 편안한 호텔식 28cm 유로탑 롤팩매트리스(S/SS/Q/K/LK),"188,000",94000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1241,1,10205,제이슨 36T 1200 5단 책장 / 책꽂이,"59,900",29950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1242,1,10205,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1243,1,10205,FIHA 낮은서랍장 2.1단 5colors,"29,900",14950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1244,1,10205,키벨 원목 화장대 수납 화장대,"89,000",44500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1245,1,10205,쿠스토 아일랜드 이동식 확장형 접이식식탁,"149,000",74500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1246,1,10205,미쉘 1인 패브릭 소파 3colors,"128,400",64200,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1247,1,10205,피규어 레고 화장품 향수 아크릴 투명 계단 진열대 받침대 325X165X165 mm,"5,000",2500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1248,1,10205,리뉴얼 파인2 LED 멀티 서랍형 수납침대 (SS/Q),"169,000",84500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1249,1,10205,"쿠폰가 151,050원~ / 플레시아 3단 밝기조절 LED 통수납침대 SS (방수커버증정)","159,000",79500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1250,1,10205,스테인레스 탁상 프레임 거울 화장대 화장 책상,"12,400",6200,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1251,1,10205,슬림한 틈새 코너 미니멀 스탠드행거 2단 선반형 수납 옷걸이행거,"24,900",12450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1252,1,10205,루아드 사이드 장식장,"189,900",94950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1253,1,10205,코벳 인테리어 디자인 다용도 보조 타원형 사각 화장대 스툴의자,"33,900",16950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1254,1,10205,"루디 확장형 수납 화장대 (탁상거울, LED수납거울 선택)","169,000",84500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1255,1,10205,어반 600 밥솥렌지대 4colors,"66,900",33450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1256,1,10205,바일레 화장대 거울 노프레임 원형 탁상 거울,"33,000",16500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1257,1,10205,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1258,1,10205,모노 심플 800 콘솔형 수납서랍 화장대 (거울미포함),"109,900",54950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1259,1,10205,플라스틱 접이식의자 폴딩체어 간이의자 발판 2color 3size,"4,100",2050,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1260,1,10205,홀리 원목 벽선반 우드 무지주 무타공 꼭꼬핀 벽걸이 2colors,"28,800",14400,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1261,1,10202,링고 학생의자(발받침 포함),"179,000",89500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1262,1,10202,공간분리 가벽 인테리어 파티션/원룸 이동식 칸막이,"39,900",19950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1263,1,10202,레이 틈새 높은 슬림 책장 선반장 오픈 수납장 300/400 5colors,"59,000",29500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1264,1,10202,[단독](쿠션추가) 레아 사계절 고무나무 원목침대(매트포함) SS/Q,"272,000",136000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1265,1,10202,매직히든선반 벽걸이 티비선정리 콘센트가리개 브라켓 셋탑박스 선반 거치대 무타공,"20,000",10000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1266,1,10202,"[쿠폰가65,550원]디테 멀티 데스크 책상 7sizes 2colors (800~1600)","69,000",34500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1267,1,10202,이젤형 플로어 대형 티비 거치대 FS-85,"117,000",58500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1268,1,10202,다나에 둥근사각 테이블 식탁 카페 거실 600 800,"87,000",43500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1269,1,10202,토미 LED 조명 4단 멀티 수납 침대 SS/Q (매트추가),"349,900",174950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1270,1,10202,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1271,1,10202,[빠른배송] 논슬립 바지걸이 이동식 행거 30P,"34,900",17450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1272,1,10202,온드 4인 패브릭 모듈 소파 와이드형,"963,200",481600,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1273,1,10202,리마 원목 침대 소파 사이드테이블 협탁 M size (600X400),"34,500",17250,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1274,1,10202,제네스 바체어 5colors (높이조절 절삭서비스),"58,500",29250,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1275,1,10202,PIDOR 캐비넷 협탁 350510 3colors,"46,900",23450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1276,1,10202,모듈가구 소파테이블 10colors (강화 투명유리),"109,000",54500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1277,1,10202,하버드 800 원목책장,"269,000",134500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1278,1,10202,런칭쿠폰/소이 콘솔형 수납 화장대 600_2color,"99,000",49500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1279,1,10202,메쉬보드 디노 수납책상 1인 책상 800,"45,900",22950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1280,1,10202,고급형 미드센츄리 이동식 수납형 모듈 트롤리 2단 수납2칸 7colors,"76,900",38450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1281,1,10202,[단독]밀로 미드센츄리 모던 다용도 테이블 1200,"99,000",49500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1282,1,10202,허리가편한 3단 접이식 매트리스 침대 바닥 토퍼 12cm(MS/SS/Q),"179,000",89500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1283,1,10202,1인 칸막이 독서실책상 LED스탠드 포함 4size 4colors,"101,000",50500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1284,1,10202,뉴수플레 2X3 하우스책장,"169,000",84500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1285,1,10202,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1286,1,10202,1인 칸막이 독서실책상 LED스탠드 포함 4size 4colors,"101,000",50500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1287,1,10202,뉴수플레 2X3 하우스책장,"169,000",84500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1288,1,10202,룬드 무헤드 평상형 침대프레임 SS Q 슈퍼싱글 퀸,"249,000",124500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1289,1,10202,[리퍼]캔버라 고무나무 원목 2인 3인 벤치의자 5colors,"39,900",19950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1290,1,10202,멜트 800 수납거울 화장대 4colors MT02,"62,000",31000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1291,1,10202,모던 일상 스탠드 협탁 4colors B57,"20,900",10450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1292,1,10202,[단독] 모노 강화유리 거실 소파테이블 (1190+530),"170,000",85000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1293,1,10202,레인 짜맞춤 6각 원목 협탁 애쉬브라운/브라운,"174,000",87000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1294,1,10202,무료내림 포레스트 본넬스프링 침대 매트리스 (S/SS/D/Q),"69,000",34500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1295,1,10202,모던하임 드레스룸 코너형행거 세트 W2200 2단 시스템행거 철제,"249,000",124500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1296,1,10202,[즉시할인]오호테이블 반타원 화이트 식탁 800x600,"54,900",27450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1297,1,10202,왕자 네오스페이스(어바웃 드레스룸 3P 밀폐선반형) 플레인,"141,900",70950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1298,1,10202,포코 투서랍형 2단 협탁 사이드테이블 3colors,"50,000",25000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1299,1,10202,샘키즈 수납장 1305 모던,"205,000",102500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1300,1,10202,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1301,1,10202,T50 컴퓨터 책상 의자 화이트 (HLDA),"349,000",174500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1302,1,10202,아치게이트 파티션 아치문 셀프 가벽 칸막이,"265,000",132500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1303,1,10202,마일로 원형 카페 테이블 800,"89,900",44950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1304,1,10202,E0 LPM 안티핑거 7파이 대형 비아토 오벌 테이블 타원형 1200 8color,"32,400",16200,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1305,1,10202,모듈 수납 거실장 (1243),"140,400",70200,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1306,1,10202,[쿠폰]로라 라탄 원목 협탁 2colors,"179,000",89500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1307,1,10202,[단독] 캐롯 좌식의자 4colors,"52,900",26450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1308,1,10202,사무용/컴퓨터 메쉬의자 801 헤드형,"44,900",22450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1309,1,10202,엑소1.4T 하드 스틸 선반책상 1200 5colors_전문설치,"169,000",84500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1310,1,10202,1200x700 컴퓨터 책상 DSAD112D,"139,000",69500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1311,1,10202,메이저 폴딩 접이식책상 800 3colors,"42,900",21450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1312,1,10202,[무료내림]하이엔드 유로탑 독립스프링 롤팩 매트리스 SS/Q,"259,000",129500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1313,1,10202,하루 아쿠아패브릭 2인소파 2colors(쿠션2개포함),"129,000",64500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1314,1,10202,원목 트레이 수납선반 4color,"15,900",7950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1315,1,10202,[빠른배송] 철제 2단 행거 1000 2colors,"37,400",18700,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1316,1,10202,[단독]퍼스트 컴팩트 4인 스윙기능 리브 패브릭 소파(스툴 선택)(가죽콤비선택),"2,350,000",1175000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1317,1,10202,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1318,1,10202,올리브 미니멀 수납&베이직 협탁 테이블 300~600size,"20,900",10450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1319,1,10202,[할인쿠폰] 아놀드 화이트 포세린 통세라믹 6인용 식탁 세트 1800,"398,000",199000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1320,1,10202,스완체어 미드센츄리모던 뉴트로 카페의자 인테리어의자 벨벳체어 양털체어 5colors,"109,000",54500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1321,1,10202,[무료배송] 1+1 루나바텐 높이조절 아일랜드 홈바의자 4colors,"89,000",44500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1322,1,10202,T50 캐주얼 컴퓨터 책상 의자,"189,000",94500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1323,1,10202,비비 E0 2단 3단 유아 어린이 전면 아기 책장,"139,000",69500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1324,1,10202,800x600 베이직 책상 DSAD608,"92,000",46000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1325,1,10202,KALLAX 2X4 4단 책장,"97,900",48950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1326,1,10202,[할인쿠폰] 모아나 6인용 아쿠아텍스 이지클린 패브릭 소파 2colors,"539,000",269500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1327,1,10202,인기컬러 입고! 펄쉘 빈백 1인소파 안락의자 스툴 발쿠션 세트,"139,000",69500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1328,1,10202,[5%쿠폰] 루나 4인용 정품 조야패브릭 모듈 소파,"299,000",149500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1329,1,10202,"쿠폰가 265,050원/ 시월의 동백 아쿠아텍스 패브릭 2인 소파 카우치형(소쿠션1개증정)","279,000",139500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1330,1,10202,스틸 테이블+책상서랍장세트 8size 10colors,"189,000",94500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1331,1,10301,스텔라 침대 틈새 서랍 미드센추리 협탁,"84,000",42000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1332,1,10301,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1333,1,10301,[예약판매]made by GUUD 벨로씨 오브 원목책상,"249,000",124500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1334,1,10301,DUGLAS 선반 3단 아카시아,"26,900",13450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1335,1,10301,[오늘의집 단독 5%쿠폰] 리노 서랍 수납침대 SS/Q (매트제외)_D,"96,900",48450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1336,1,10301,강화유리 튼튼한 고무나무 침대협탁 거실협탁 3 colors,"21,800",10900,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1337,1,10301,메이저 카누 테이블 시리즈,"24,900",12450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1338,1,10301,모듈가구 고급스러운 유리 진열장 선반 직사각형 2colors,"46,000",23000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1339,1,10301,LINNMON ADILS 120x60 테이블 책상,"19,900",9950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1340,1,10301,고급형 원목 라탄 와이체어 카페 인테리어 식탁 의자 2colors,"75,000",37500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1341,1,10301,리츠 1200 고무나무 원목 책상 데스크 (의자 추가선택),"98,000",49000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1342,1,10301,바울 템바보드 수납 선반 TV장 거실장 (낮은형) 2colors,"159,000",79500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1343,1,10301,피터 무헤드 빅서랍 3단 수납침대(매트제외) SS/Q,"129,000",64500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1344,1,10301,"쿠폰가 139,000원ㅣ레시 템바보드 3단 서랍 확장 거울 화장대 2color 화이트/오크","149,000",74500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1345,1,10301,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1346,1,10301,몬드리안 SS/Q/K/LK 침대 프레임 호텔식 침대 3color,"630,000",315000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1347,1,10301,이동식 드레스룸 수납 행거 와이드 선반형 2colors,"64,400",32200,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1348,1,10301,프레일 1200 콘센트형 일자책상,"146,000",73000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1349,1,10301,리프트업 수납침대 8Size,"370,000",185000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1350,1,10301,BAGGEBO 유리도어 수납장/진열장/장식장,"71,900",35950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1351,1,10302,컬렉터 낮은형 3단 슬라이딩 만화책장 (좌/우형 선택),"199,000",99500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1352,1,10302,[선착순7%쿠폰] 2in1 단단한 본넬스프링 일체형 침대 매트리스 (S/SS/Q),"109,000",54500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
1353,1,10302,레인 짜맞춤 6각 원목 세미 높은 거실장 2000 애쉬브라운/브라운,"384,000",192000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
